source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
2860.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2860.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2860.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2860.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2791.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2791.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2791.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2791.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2795.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2795.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2795.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2795.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2810.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2810.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2810.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2810.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2765.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2765.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2765.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2765.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2759.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2759.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2759.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2759.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2766.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2766.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2766.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2766.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2861.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2861.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2861.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2861.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2859.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2859.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2859.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2859.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2812.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2812.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2812.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2812.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2783.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2783.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2783.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2783.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2788.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2788.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2788.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2788.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2862.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2862.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2862.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2862.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2809.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2809.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2809.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2809.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2807.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2807.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2807.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2807.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2790.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2790.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2790.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2790.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2789.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2789.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2789.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2789.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
2787.d.zip	Thermus thermophilus	not available	not applicable	not available	1	2787.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics micrOTOF series;AC=MS:1001536	NT=micrOTOF-Q II;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2787.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000184/2787.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
