source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[MS min charge]	comment[MS max charge]	comment[collision energy]	comment[ms2 mass analyzer]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]
Sample14	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	14	QEAJS171123_43.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	14	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample15	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	15	QEAJS171123_28.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	15	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample16	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	16	QEAJS171123_33.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	16	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample17	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	17	QEAJS171123_40.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	17	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample18	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	18	QEAJS171128_30.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	18	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample19	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	19	QEAJS171123_35.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	19	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample20	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	20	QEAJS171128_43.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	20	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample21	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	21	QEAJS171123_45.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	21	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample22	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	22	QEAJS171128_20.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	22	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample23	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	23	QEAJS171128_18.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	23	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample24	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	24	QEAJS171123_03.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	24	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample25	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	25	QEAJS171128_08.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	25	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample26	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	26	QEAJS171128_05.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	26	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample27	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	27	QEAJS171123_05.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	27	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample28	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	28	QEAJS171128_33.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	28	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample29	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	29	QEAJS171128_10.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	29	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample30	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	30	QEAJS171123_20.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	30	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample31	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	31	QEAJS171128_03.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	31	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample32	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	32	QEAJS171128_25.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	32	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample33	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	33	QEAJS171123_25.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	33	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample34	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	34	QEAJS171128_28.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	34	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample35	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	35	QEAJS171128_35.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	35	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
Sample36	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	36	QEAJS171128_38.raw	v1.1.0	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	36	AC=MS:1000422;NT=HCD	6 ppm	9 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=ms-proteomics;VV=v1.1.0	2	25	30 eV	AC=MS:1000484;NT=orbitrap	400	1600	3
