source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ELITE-RSLC016006	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016006	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016006.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016054	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016054	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016054.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013837	Saccharomyces cerevisiae	not available	1	QEplus013837	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013837.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013875	Saccharomyces cerevisiae	not available	1	QEplus013875	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013875.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013849	Saccharomyces cerevisiae	not available	1	QEplus013849	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013849.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016004	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016004	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016004.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016395	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016395	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016395.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016020	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016020	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016020.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013846	Saccharomyces cerevisiae	not available	1	QEplus013846	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013846.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013817	Saccharomyces cerevisiae	not available	1	QEplus013817	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013817.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013867	Saccharomyces cerevisiae	not available	1	QEplus013867	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013867.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013865	Saccharomyces cerevisiae	not available	1	QEplus013865	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013865.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016053	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016053	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016053.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016057	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016057	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016057.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013834	Saccharomyces cerevisiae	not available	1	QEplus013834	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013834.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016397	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016397	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016397.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016065	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016065	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016065.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016076	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016076	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016076.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013858	Saccharomyces cerevisiae	not available	1	QEplus013858	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013858.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013820	Saccharomyces cerevisiae	not available	1	QEplus013820	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013820.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016007	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016007	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016007.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016083	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016083	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016083.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013816	Saccharomyces cerevisiae	not available	1	QEplus013816	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013816.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016147	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016147	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016147.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016402	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016402	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016402.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016035	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016035	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016035.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013835	Saccharomyces cerevisiae	not available	1	QEplus013835	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013835.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013804	Saccharomyces cerevisiae	not available	1	QEplus013804	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013804.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016134	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016134	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016134.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016409	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016409	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016409.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016023	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016023	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016023.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016042	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016042	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016042.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016146	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016146	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016146.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013845	Saccharomyces cerevisiae	not available	1	QEplus013845	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013845.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013841	Saccharomyces cerevisiae	not available	1	QEplus013841	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013841.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016014	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016014.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016392	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016392	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016392.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016377	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016377	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016377.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016139	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016139	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016139.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016382	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016382	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016382.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013847	Saccharomyces cerevisiae	not available	1	QEplus013847	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013847.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016050	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016050	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016050.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016017	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016061	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016061	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016061.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013815	Saccharomyces cerevisiae	not available	1	QEplus013815	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013815.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016130	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016130	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016130.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016058	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016058	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016058.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016072	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016072	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016072.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016385	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016385	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016385.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013851	Saccharomyces cerevisiae	not available	1	QEplus013851	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013851.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013826	Saccharomyces cerevisiae	not available	1	QEplus013826	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013826.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013833	Saccharomyces cerevisiae	not available	1	QEplus013833	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013833.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016178	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016178	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016178.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016393	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016393	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016393.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016029	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016029	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016029.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013874	Saccharomyces cerevisiae	not available	1	QEplus013874	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013874.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016021	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013832	Saccharomyces cerevisiae	not available	1	QEplus013832	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013832.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
