source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20130123_NO_qe2g140_011123r_pIP12_15	Homo sapiens	T cell	not applicable	Acute leukemia	15	20130123_NO_qe2g140_011123r_pIP12_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_8	Homo sapiens	T cell	not applicable	Acute leukemia	8	20130128_NO_qe2g140_011123r_pIP13_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_9	Homo sapiens	T cell	not applicable	Acute leukemia	9	20130123_NO_qe2g140_011123r_pIP12_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_6	Homo sapiens	T cell	not applicable	Acute leukemia	6	20130128_NO_qe2g140_011123r_pIP13_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_12	Homo sapiens	T cell	not applicable	Acute leukemia	12	20130123_NO_qe2g140_011123r_pIP12_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_13	Homo sapiens	T cell	not applicable	Acute leukemia	13	20130123_NO_qe2g140_011123r_pIP12_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130122NO_va2g140_0121a25r_pIP12_TiO2_3B	Homo sapiens	T cell	not applicable	Acute leukemia	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_3B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_3B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130122NO_va2g140_0121a25r_pIP12_TiO2_3B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_3	Homo sapiens	T cell	not applicable	Acute leukemia	3	20130123_NO_qe2g140_011123r_pIP12_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130122NO_va2g140_0121a25r_pIP12_TiO2_5A	Homo sapiens	T cell	not applicable	Acute leukemia	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_5A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_5A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130122NO_va2g140_0121a25r_pIP12_TiO2_5A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_4	Homo sapiens	T cell	not applicable	Acute leukemia	4	20130123_NO_qe2g140_011123r_pIP12_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_5	Homo sapiens	T cell	not applicable	Acute leukemia	5	20130128_NO_qe2g140_011123r_pIP13_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123NO_va2g140_0121a25r_pIP13_TiO2_6	Homo sapiens	T cell	not applicable	Acute leukemia	6	20130123NO_va2g140_0121a25r_pIP13_TiO2_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123NO_va2g140_0121a25r_pIP13_TiO2_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123NO_va2g140_0121a25r_pIP13_TiO2_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_10	Homo sapiens	T cell	not applicable	Acute leukemia	10	20130123_NO_qe2g140_011123r_pIP12_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123NO_va2g140_0121a25r_pIP13_TiO2_2	Homo sapiens	T cell	not applicable	Acute leukemia	2	20130123NO_va2g140_0121a25r_pIP13_TiO2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123NO_va2g140_0121a25r_pIP13_TiO2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123NO_va2g140_0121a25r_pIP13_TiO2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_1	Homo sapiens	T cell	not applicable	Acute leukemia	1	20130128_NO_qe2g140_011123r_pIP13_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130122NO_va2g140_0121a25r_pIP12_TiO2_4B	Homo sapiens	T cell	not applicable	Acute leukemia	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_4B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_4B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130122NO_va2g140_0121a25r_pIP12_TiO2_4B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_3	Homo sapiens	T cell	not applicable	Acute leukemia	3	20130128_NO_qe2g140_011123r_pIP13_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_12	Homo sapiens	T cell	not applicable	Acute leukemia	12	20130128_NO_qe2g140_011123r_pIP13_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_11	Homo sapiens	T cell	not applicable	Acute leukemia	11	20130123_NO_qe2g140_011123r_pIP12_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123NO_va2g140_0121a25r_pIP13_TiO2_9	Homo sapiens	T cell	not applicable	Acute leukemia	9	20130123NO_va2g140_0121a25r_pIP13_TiO2_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123NO_va2g140_0121a25r_pIP13_TiO2_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123NO_va2g140_0121a25r_pIP13_TiO2_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_8	Homo sapiens	T cell	not applicable	Acute leukemia	8	20130123_NO_qe2g140_011123r_pIP12_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123NO_va2g140_0121a25r_pIP13_TiO2_8	Homo sapiens	T cell	not applicable	Acute leukemia	8	20130123NO_va2g140_0121a25r_pIP13_TiO2_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123NO_va2g140_0121a25r_pIP13_TiO2_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123NO_va2g140_0121a25r_pIP13_TiO2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_10	Homo sapiens	T cell	not applicable	Acute leukemia	10	20130128_NO_qe2g140_011123r_pIP13_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130128_NO_qe2g140_011123r_pIP13_13	Homo sapiens	T cell	not applicable	Acute leukemia	13	20130128_NO_qe2g140_011123r_pIP13_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130128_NO_qe2g140_011123r_pIP13_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130128_NO_qe2g140_011123r_pIP13_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130122NO_va2g140_0121a25r_pIP12_TiO2_1	Homo sapiens	T cell	not applicable	Acute leukemia	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130122NO_va2g140_0121a25r_pIP12_TiO2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130122NO_va2g140_0121a25r_pIP12_TiO2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123_NO_qe2g140_011123r_pIP12_6	Homo sapiens	T cell	not applicable	Acute leukemia	6	20130123_NO_qe2g140_011123r_pIP12_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123_NO_qe2g140_011123r_pIP12_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123_NO_qe2g140_011123r_pIP12_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
20130123NO_va2g140_0121a25r_pIP12_TiO2_7	Homo sapiens	T cell	not applicable	Acute leukemia	7	20130123NO_va2g140_0121a25r_pIP12_TiO2_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130123NO_va2g140_0121a25r_pIP12_TiO2_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001129/20130123NO_va2g140_0121a25r_pIP12_TiO2_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	T cell
