source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
EcoliRep11	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	5	SO-Acetylene_IA-Alkyne_INVIVO_1uM_Ecoli_IA-Alkyne_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep12	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	5	SO-Acetylene_IA-Alkyne_INVIVO_100uM_Ecoli_IA-Alkyne_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep13	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	5	SO-Acetylene_IA-Alkyne_INVIVO_100uM_Ecoli_IA-Alkyne_INVIVO_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep14	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	6	SO-Acetylene_IA-Alkyne_INVIVO_100uM_Ecoli_SO-Acetylene_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep15	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	7	SO-Acetylene_MetSO_Lysate_1_ECOLI_Alkyne-SO-Acetylene_1_Reanalysis.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep16	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	7	SO-Acetylene_IA-Alkyne_INVIVO_10uM_Ecoli_IA-Alkyne_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep17	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	7	SO-Acetylene_HOCl_Lysate_1_ECOLI_Alkyne-SO-Acetylene_1_Reanalysis.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep18	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	8	SO-Acetylene_HOCl_INVIVO_02_SO-Acetylene_10uM_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep19	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	9	SO-Acetylene_MetSO_Lysate_2_ECOLI_Alkyne-SO-Acetylene_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep20	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	10	MsrA_SO-acetylene_3_MsrA-His6_MYCTU_Alkyne-SO-Acetylene.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep21	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	10	SO-Acetylene_IA-Alkyne_INVIVO_1uM_Ecoli_IA-Alkyne_INVIVO_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep22	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	10	SO-Acetylene_IA-Alkyne_INVIVO_100uM_Ecoli_SO-Acetylene_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep23	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	11	SO-Acetylene_IA-Alkyne_INVIVO_100nM_Ecoli_IA-Alkyne_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep24	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	11	SO-Acetylene_IA-Alkyne_INVIVO_100nM_Ecoli_IA-Alkyne_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep25	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	12	ElbB_SO-acetylene_1_ElbB_SO-acetylene.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep26	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	12	SO-Acetylene_IA-Alkyne_INVIVO_100uM_Ecoli_SO-Acetylene_INVIVO_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep27	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	12	SO-Acetylene_HOCl_Lysate_2_ECOLI_Alkyne-SO-Acetylene_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep28	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	13	SO-Acetylene_HOCl_Lysate_3_ECOLI_Alkyne-SO-Acetylene_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep29	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	13	SO-Acetylene_HOCl_INVIVO_04_SO-Acetylene_HOCl_10uM_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep30	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	13	SO-Acetylene_IA-Alkyne_INVIVO_1uM_Ecoli_IA-Alkyne_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep31	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	14	SO-Acetylene_MetSO_Lysate_3_ECOLI_Alkyne-SO-Acetylene_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep32	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	14	SO-Acetylene_HOCl_Lysate_12_ECOLI_Alkyne-SO-Acetylene_HOCl_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep33	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	14	SO-Acetylene_MetSO_Lysate_4_ECOLI_Alkyne-SO-Acetylene_MetSO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep34	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	15	SO-Acetylene_HOCl_INVIVO_03_SO-Acetylene_10uM_INVIVO_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep35	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	15	SO-Acetylene_HOCl_INVIVO_05_SO-Acetylene_HOCl_10uM_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep36	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	15	SO-Acetylene_IA-Alkyne_INVIVO_100nM_Ecoli_SO-Acetylene_INVIVO_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep37	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	16	SO-Acetylene_HOCl_Lysate_10_ECOLI_Alkyne-SO-Acetylene_HOCl_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep38	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	16	SO-Acetylene_IA-Alkyne_INVIVO_100nM_Ecoli_SO-Acetylene_INVIVO_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep39	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	16	SO-Acetylene_MetSO_Lysate_5_ECOLI_Alkyne-SO-Acetylene_MetSO_2_Reanalysis.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep40	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	17	SO-Acetylene_IA-Alkyne_INVIVO_10uM_Ecoli_SO-Acetylene_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep41	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	17	SO-Acetylene_IA-Alkyne_INVIVO_100uM_Ecoli_IA-Alkyne_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep42	Escherichia coli	cell	not available	3	not available	Proteomic profiling	proteomic profiling by mass spectrometry	17	SO-Acetylene_HOCl_INVIVO_06_SO-Acetylene_HOCl_10uM_INVIVO_3_reanalysis.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep43	Escherichia coli	cell	not available	1	not available	Proteomic profiling	proteomic profiling by mass spectrometry	18	SO-Acetylene_HOCl_INVIVO_01_SO-Acetylene_10uM_INVIVO_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
EcoliRep44	Escherichia coli	cell	not available	2	not available	Proteomic profiling	proteomic profiling by mass spectrometry	18	SO-Acetylene_MetSO_Lysate_6_ECOLI_Alkyne-SO-Acetylene_MetSO_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=oxidation of methionine;AC=UNIMOD:35; NT=N-terminal acetylation;AC=UNIMOD:25
